,edges,name,nodes,time
85,24,first,11,0.0175111293793
86,24,first,12,0.0185880661011
87,24,first,13,0.0206100940704
88,24,first,14,0.0176730155945
89,24,first,15,0.0190329551697
90,24,first,16,0.0203070640564
91,24,first,17,0.0224781036377
92,24,first,18,0.0173270702362
93,24,first,19,0.0216090679169
94,24,first,20,0.0196869373322
95,24,first,21,0.0179870128632
96,24,first,22,0.0215620994568
97,24,first,23,0.0209829807281
98,24,first,24,0.0210328102112
99,24,first,25,0.0230300426483
100,24,first,26,0.0199000835419
101,24,first,27,0.0199022293091
102,24,first,28,0.0180208683014
103,24,first,29,0.0183398723602
104,24,first,30,0.0204780101776
105,25,first,10,0.0197608470917
106,25,first,11,0.0217189788818
107,25,first,12,0.0205891132355
108,25,first,13,0.0214231014252
109,25,first,14,0.0176510810852
110,25,first,15,0.0202639102936
111,25,first,16,0.0217399597168
112,25,first,17,0.0172839164734
113,25,first,18,0.021744966507
114,25,first,19,0.0214238166809
115,25,first,20,0.0190980434418
116,25,first,21,0.0185289382935
117,25,first,22,0.0224261283875
118,25,first,23,0.0185811519623
119,25,first,24,0.0187039375305
120,25,first,25,0.0205721855164
121,25,first,26,0.0223779678345
122,25,first,27,0.0186140537262
123,25,first,28,0.0186231136322
124,25,first,29,0.0208439826965
125,25,first,30,0.0190629959106
126,26,first,10,0.017352104187
127,26,first,11,0.019593000412
128,26,first,12,0.0176410675049
129,26,first,13,0.0184338092804
130,26,first,14,0.0200688838959
131,26,first,15,0.0178899765015
132,26,first,16,0.0184750556946
133,26,first,17,0.0197470188141
134,26,first,18,0.0168850421906
135,26,first,19,0.0213589668274
136,26,first,20,0.0203340053558
137,26,first,21,0.0234091281891
138,26,first,22,0.0167689323425
139,26,first,23,0.0214719772339
140,26,first,24,0.0210630893707
141,26,first,25,0.0168628692627
142,26,first,26,0.0214109420776
143,26,first,27,0.0212190151215
144,26,first,28,0.0177488327026
145,26,first,29,0.0187439918518
146,26,first,30,0.0203409194946
147,27,first,10,0.0176639556885
148,27,first,11,0.0188610553741
149,27,first,12,0.0205159187317
150,27,first,13,0.0176739692688
151,27,first,14,0.0191848278046
152,27,first,15,0.0199739933014
153,27,first,16,0.0182240009308
154,27,first,17,0.0192680358887
155,27,first,18,0.0214250087738
156,27,first,19,0.0183720588684
157,27,first,20,0.0187828540802
158,27,first,21,0.0201580524445
159,27,first,22,0.0187609195709
160,27,first,23,0.0178360939026
161,27,first,24,0.0198750495911
162,27,first,25,0.0214500427246
163,27,first,26,0.0178730487823
164,27,first,27,0.0197160243988
165,27,first,28,0.0214672088623
166,27,first,29,0.0188388824463
167,27,first,30,0.0208258628845
168,28,first,10,0.0220890045166
169,28,first,11,0.0211799144745
170,28,first,12,0.0187380313873
171,28,first,13,0.0219810009003
172,28,first,14,0.0212080478668
173,28,first,15,0.0181620121002
174,28,first,16,0.0190320014954
175,28,first,17,0.0206639766693
176,28,first,18,0.0201969146729
177,28,first,19,0.0176877975464
178,28,first,20,0.0203061103821
179,28,first,21,0.0230190753937
180,28,first,22,0.0178301334381
181,28,first,23,0.0210638046265
182,28,first,24,0.0202720165253
183,28,first,25,0.0169661045074
184,28,first,26,0.0201749801636
185,28,first,27,0.0199339389801
186,28,first,28,0.0218300819397
187,28,first,29,0.0171959400177
188,28,first,30,0.0212919712067
189,29,first,10,0.0223031044006
190,29,first,11,0.0171728134155
191,29,first,12,0.0205130577087
192,29,first,13,0.0197539329529
193,29,first,14,0.0170950889587
194,29,first,15,0.0202031135559
195,29,first,16,0.0213809013367
196,29,first,17,0.0195488929749
197,29,first,18,0.017373085022
198,29,first,19,0.0209398269653
199,29,first,20,0.0199649333954
200,29,first,21,0.0177369117737
201,29,first,22,0.0206408500671
202,29,first,23,0.0227019786835
203,29,first,24,0.0168368816376
204,29,first,25,0.0213270187378
205,29,first,26,0.0214700698853
206,29,first,27,0.0186991691589
207,29,first,28,0.0204949378967
208,29,first,29,0.0206761360168
209,29,first,30,0.0220618247986
210,30,first,10,0.0208089351654
211,30,first,11,0.0188999176025
212,30,first,12,0.0200500488281
213,30,first,13,0.0178940296173
214,30,first,14,0.0198259353638
215,30,first,15,0.0206050872803
216,30,first,16,0.017804145813
217,30,first,17,0.0185770988464
218,30,first,18,0.0203537940979
219,30,first,19,0.0176529884338
220,30,first,20,0.0187361240387
221,30,first,21,0.0213689804077
222,30,first,22,0.0195050239563
223,30,first,23,0.0180199146271
224,30,first,24,0.0213239192963
225,30,first,25,0.0216538906097
226,30,first,26,0.0178501605988
227,30,first,27,0.020653963089
228,30,first,28,0.0217139720917
229,30,first,29,0.0191960334778
230,30,first,30,0.0187599658966
231,31,first,10,0.0206129550934
232,31,first,11,0.0186290740967
233,31,first,12,0.0188610553741
234,31,first,13,0.0206179618835
235,31,first,14,0.0175249576569
236,31,first,15,0.0184049606323
237,31,first,16,0.0213890075684
238,31,first,17,0.0211169719696
239,31,first,18,0.0179650783539
240,31,first,19,0.0186810493469
241,31,first,20,0.0207300186157
242,31,first,21,0.0204141139984
243,31,first,22,0.0170660018921
244,31,first,23,0.020388841629
245,31,first,24,0.0213007926941
246,31,first,25,0.0169568061829
247,31,first,26,0.0214540958405
248,31,first,27,0.0209968090057
249,31,first,28,0.0173850059509
250,31,first,29,0.0217769145966
251,31,first,30,0.0196979045868
252,32,first,10,0.01722407341
253,32,first,11,0.018189907074
254,32,first,12,0.0196168422699
255,32,first,13,0.016998052597
256,32,first,14,0.0211889743805
257,32,first,15,0.0194919109344
258,32,first,16,0.0174441337585
259,32,first,17,0.0198221206665
260,32,first,18,0.0198090076447
261,32,first,19,0.0222418308258
262,32,first,20,0.017431974411
263,32,first,21,0.0197501182556
264,32,first,22,0.0190999507904
265,32,first,23,0.0195360183716
266,32,first,24,0.0211780071259
267,32,first,25,0.0222699642181
268,32,first,26,0.017539024353
269,32,first,27,0.0216159820557
270,32,first,28,0.0232260227203
271,32,first,29,0.0214250087738
272,32,first,30,0.0168750286102
273,33,first,10,0.0205948352814
274,33,first,11,0.0200929641724
275,33,first,12,0.0176160335541
276,33,first,13,0.0195999145508
277,33,first,14,0.0218691825867
278,33,first,15,0.0204079151154
279,33,first,16,0.0178439617157
280,33,first,17,0.0209469795227
281,33,first,18,0.0211069583893
282,33,first,19,0.0197720527649
283,33,first,20,0.0192229747772
284,33,first,21,0.0196869373322
285,33,first,22,0.019779920578
286,33,first,23,0.0229659080505
287,33,first,24,0.0220448970795
288,33,first,25,0.021703004837
289,33,first,26,0.0174829959869
290,33,first,27,0.0211689472198
291,33,first,28,0.0208168029785
292,33,first,29,0.0190758705139
293,33,first,30,0.0175750255585
294,34,first,10,0.0200660228729
295,34,first,11,0.0182609558105
296,34,first,12,0.0187051296234
297,34,first,13,0.0211780071259
298,34,first,14,0.0212869644165
299,34,first,15,0.0167510509491
300,34,first,16,0.020889043808
301,34,first,17,0.0213730335236
302,34,first,18,0.016811132431
303,34,first,19,0.019299030304
304,34,first,20,0.0195820331573
305,34,first,21,0.0173969268799
306,34,first,22,0.0200350284576
307,34,first,23,0.0203938484192
308,34,first,24,0.0213398933411
309,34,first,25,0.0177841186523
310,34,first,26,0.0217859745026
311,34,first,27,0.0216629505157
312,34,first,28,0.0171909332275
313,34,first,29,0.021106004715
314,34,first,30,0.0236968994141
315,35,first,10,0.0223708152771
316,35,first,11,0.018501996994
317,35,first,12,0.0182678699493
318,35,first,13,0.0220041275024
319,35,first,14,0.0217299461365
320,35,first,15,0.0179209709167
321,35,first,16,0.0210130214691
322,35,first,17,0.0216400623322
323,35,first,18,0.0183799266815
324,35,first,19,0.0184419155121
325,35,first,20,0.0214650630951
326,35,first,21,0.0203909873962
327,35,first,22,0.0172798633575
328,35,first,23,0.0218398571014
329,35,first,24,0.0208039283752
330,35,first,25,0.0180869102478
331,35,first,26,0.020537853241
332,35,first,27,0.0236749649048
333,35,first,28,0.0199131965637
334,35,first,29,0.0174009799957
335,35,first,30,0.0207078456879
336,36,first,10,0.0223710536957
337,36,first,11,0.0200378894806
338,36,first,12,0.0176930427551
339,36,first,13,0.0272238254547
340,36,first,14,0.0216100215912
341,36,first,15,0.0189900398254
342,36,first,16,0.0189628601074
343,36,first,17,0.0225520133972
344,36,first,18,0.0223560333252
345,36,first,19,0.0180609226227
346,36,first,20,0.0185270309448
347,36,first,21,0.0205209255219
348,36,first,22,0.0211908817291
349,36,first,23,0.0176060199738
350,36,first,24,0.0223119258881
351,36,first,25,0.0213828086853
352,36,first,26,0.0227851867676
353,36,first,27,0.0177848339081
354,36,first,28,0.0242600440979
355,36,first,29,0.0213420391083
356,36,first,30,0.0172970294952
357,37,first,10,0.0196290016174
358,37,first,11,0.0199911594391
359,37,first,12,0.0173330307007
360,37,first,13,0.0207710266113
361,37,first,14,0.0198459625244
362,37,first,15,0.0225892066956
363,37,first,16,0.017147064209
364,37,first,17,0.0220229625702
365,37,first,18,0.0221619606018
366,37,first,19,0.0178310871124
367,37,first,20,0.0191161632538
368,37,first,21,0.0242121219635
369,37,first,22,0.0224709510803
370,37,first,23,0.0187358856201
371,37,first,24,0.0201828479767
372,37,first,25,0.0207388401031
373,37,first,26,0.0180258750916
374,37,first,27,0.0187120437622
375,37,first,28,0.0228540897369
376,37,first,29,0.0194509029388
377,37,first,30,0.0200548171997
378,38,first,10,0.0205979347229
379,38,first,11,0.0195980072021
380,38,first,12,0.0212030410767
381,38,first,13,0.0176420211792
382,38,first,14,0.0230569839478
383,38,first,15,0.0212581157684
384,38,first,16,0.0169849395752
385,38,first,17,0.020103931427
386,38,first,18,0.0199370384216
387,38,first,19,0.0174639225006
388,38,first,20,0.01873087883
389,38,first,21,0.0207679271698
390,38,first,22,0.0221529006958
391,38,first,23,0.0175709724426
392,38,first,24,0.0206551551819
393,38,first,25,0.0224850177765
394,38,first,26,0.017226934433
395,38,first,27,0.0212280750275
396,38,first,28,0.0235929489136
397,38,first,29,0.0215909481049
398,38,first,30,0.0194139480591
399,39,first,10,0.0200190544128
400,39,first,11,0.0224540233612
401,39,first,12,0.0217080116272
402,39,first,13,0.0169739723206
403,39,first,14,0.0211338996887
404,39,first,15,0.0212018489838
405,39,first,16,0.017972946167
406,39,first,17,0.0193319320679
407,39,first,18,0.0197148323059
408,39,first,19,0.0177760124207
409,39,first,20,0.0196490287781
410,39,first,21,0.0222511291504
411,39,first,22,0.0220458507538
412,39,first,23,0.0176918506622
413,39,first,24,0.0195488929749
414,39,first,25,0.0228841304779
415,39,first,26,0.0233130455017
416,39,first,27,0.0185840129852
417,39,first,28,0.0190498828888
418,39,first,29,0.0224969387054
419,39,first,30,0.0222058296204
420,40,first,10,0.0180270671844
421,40,first,11,0.0191569328308
422,40,first,12,0.0204482078552
423,40,first,13,0.0178759098053
424,40,first,14,0.0204038619995
425,40,first,15,0.0223360061646
426,40,first,16,0.0184528827667
427,40,first,17,0.0184388160706
428,40,first,18,0.0208659172058
429,40,first,19,0.0217170715332
430,40,first,20,0.022469997406
431,40,first,21,0.0180480480194
432,40,first,22,0.0214431285858
433,40,first,23,0.0201740264893
434,40,first,24,0.0172648429871
435,40,first,25,0.0213048458099
436,40,first,26,0.0199289321899
437,40,first,27,0.0206360816956
438,40,first,28,0.0174419879913
439,40,first,29,0.0215249061584
440,40,first,30,0.018923997879
441,41,first,10,0.0189309120178
442,41,first,11,0.0221710205078
443,41,first,12,0.0211160182953
444,41,first,13,0.0172789096832
445,41,first,14,0.0218169689178
446,41,first,15,0.0217061042786
447,41,first,16,0.0175449848175
448,41,first,17,0.0199301242828
449,41,first,18,0.0214838981628
450,41,first,19,0.0216548442841
451,41,first,20,0.0183351039886
452,41,first,21,0.0206189155579
453,41,first,22,0.0214550495148
454,41,first,23,0.022402048111
455,41,first,24,0.0201840400696
456,41,first,25,0.0226202011108
457,41,first,26,0.0211191177368
458,41,first,27,0.0206370353699
459,41,first,28,0.0179622173309
460,41,first,29,0.0224089622498
461,41,first,30,0.0215170383453
462,42,first,10,0.0186369419098
463,42,first,11,0.0186200141907
464,42,first,12,0.0198249816895
465,42,first,13,0.0209059715271
466,42,first,14,0.0190711021423
467,42,first,15,0.0176899433136
468,42,first,16,0.0231668949127
469,42,first,17,0.0209839344025
470,42,first,18,0.0174770355225
471,42,first,19,0.0197908878326
472,42,first,20,0.0205299854279
473,42,first,21,0.0186400413513
474,42,first,22,0.0182049274445
475,42,first,23,0.0231850147247
476,42,first,24,0.023050069809
477,42,first,25,0.0197401046753
478,42,first,26,0.0191829204559
479,42,first,27,0.0225019454956
480,42,first,28,0.0224289894104
481,42,first,29,0.0191829204559
482,42,first,30,0.0217208862305
483,43,first,10,0.0218369960785
484,43,first,11,0.0196261405945
485,43,first,12,0.0174498558044
486,43,first,13,0.0204508304596
487,43,first,14,0.0232639312744
488,43,first,15,0.0278079509735
489,43,first,16,0.0183999538422
490,43,first,17,0.0204789638519
491,43,first,18,0.0246098041534
492,43,first,19,0.0216209888458
493,43,first,20,0.017117023468
494,43,first,21,0.0203890800476
495,43,first,22,0.0204410552979
496,43,first,23,0.0186030864716
497,43,first,24,0.018275976181
498,43,first,25,0.0222420692444
499,43,first,26,0.0215780735016
500,43,first,27,0.0222220420837
501,43,first,28,0.0201098918915
502,43,first,29,0.0213990211487
503,43,first,30,0.0232701301575
504,44,first,10,0.0210161209106
505,44,first,11,0.0194580554962
506,44,first,12,0.0215780735016
507,44,first,13,0.0229308605194
508,44,first,14,0.0178961753845
509,44,first,15,0.0206699371338
510,44,first,16,0.0232748985291
511,44,first,17,0.0222909450531
512,44,first,18,0.0175619125366
513,44,first,19,0.020810842514
514,44,first,20,0.021164894104
515,44,first,21,0.0187549591064
516,44,first,22,0.0184328556061
517,44,first,23,0.0199489593506
518,44,first,24,0.0210900306702
519,44,first,25,0.0176799297333
520,44,first,26,0.0228798389435
521,44,first,27,0.0196390151978
522,44,first,28,0.0231809616089
523,44,first,29,0.0171680450439
524,44,first,30,0.0225691795349
525,45,first,10,0.0215759277344
526,45,first,11,0.0173499584198
527,45,first,12,0.0202000141144
528,45,first,13,0.0210700035095
529,45,first,14,0.0177760124207
530,45,first,15,0.0196740627289
531,45,first,16,0.0215129852295
532,45,first,17,0.0230209827423
533,45,first,18,0.0191328525543
534,45,first,19,0.0194561481476
535,45,first,20,0.0216269493103
536,45,first,21,0.0219440460205
537,45,first,22,0.0186998844147
538,45,first,23,0.0193679332733
539,45,first,24,0.0224149227142
540,45,first,25,0.0226559638977
541,45,first,26,0.0194780826569
542,45,first,27,0.0196750164032
543,45,first,28,0.0213620662689
544,45,first,29,0.0222601890564
545,45,first,30,0.0182139873505
546,46,first,10,0.0181000232697
547,46,first,11,0.0221519470215
548,46,first,12,0.0191819667816
549,46,first,13,0.0174071788788
550,46,first,14,0.0212440490723
551,46,first,15,0.021359205246
552,46,first,16,0.0173370838165
553,46,first,17,0.020222902298
554,46,first,18,0.0198321342468
555,46,first,19,0.0181419849396
556,46,first,20,0.0213189125061
557,46,first,21,0.0250999927521
558,46,first,22,0.02161693573
559,46,first,23,0.0178949832916
560,46,first,24,0.0202889442444
561,46,first,25,0.0217909812927
562,46,first,26,0.0212399959564
563,46,first,27,0.0180189609528
564,46,first,28,0.0250380039215
565,46,first,29,0.0233409404755
566,46,first,30,0.0203821659088
567,47,first,10,0.0169849395752
568,47,first,11,0.0194990634918
569,47,first,12,0.019800901413
570,47,first,13,0.0178530216217
571,47,first,14,0.018923997879
572,47,first,15,0.0220530033112
573,47,first,16,0.0206398963928
574,47,first,17,0.017254114151
575,47,first,18,0.0216200351715
576,47,first,19,0.0215771198273
577,47,first,20,0.0179059505463
578,47,first,21,0.019336938858
579,47,first,22,0.023344039917
580,47,first,23,0.0216948986053
581,47,first,24,0.0194430351257
582,47,first,25,0.0181798934937
583,47,first,26,0.0218749046326
584,47,first,27,0.0226829051971
585,47,first,28,0.0200419425964
586,47,first,29,0.019914150238
587,47,first,30,0.0209009647369
588,48,first,10,0.0210540294647
589,48,first,11,0.017893075943
590,48,first,12,0.0230548381805
591,48,first,13,0.020613193512
592,48,first,14,0.0270380973816
593,48,first,15,0.0192039012909
594,48,first,16,0.0177750587463
595,48,first,17,0.0222430229187
596,48,first,18,0.0216710567474
597,48,first,19,0.0202460289001
598,48,first,20,0.0179650783539
599,48,first,21,0.0218558311462
600,48,first,22,0.0219550132751
601,48,first,23,0.0170900821686
602,48,first,24,0.0213508605957
603,48,first,25,0.0206060409546
604,48,first,26,0.021577835083
605,48,first,27,0.0187678337097
606,48,first,28,0.0213549137115
607,48,first,29,0.0222320556641
608,48,first,30,0.0206909179688
609,49,first,10,0.0191209316254
610,49,first,11,0.0231249332428
611,49,first,12,0.0212919712067
612,49,first,13,0.0214858055115
613,49,first,14,0.019082069397
614,49,first,15,0.0207328796387
615,49,first,16,0.0201029777527
616,49,first,17,0.0184090137482
617,49,first,18,0.0202419757843
618,49,first,19,0.0213508605957
619,49,first,20,0.0224158763885
620,49,first,21,0.017685174942
621,49,first,22,0.0194869041443
622,49,first,23,0.0195870399475
623,49,first,24,0.0179309844971
624,49,first,25,0.0190041065216
625,49,first,26,0.0221228599548
626,49,first,27,0.0226390361786
627,49,first,28,0.0174548625946
628,49,first,29,0.0198349952698
629,49,first,30,0.0195209980011
630,50,first,10,0.0185370445251
631,50,first,11,0.018844127655
632,50,first,12,0.0211379528046
633,50,first,13,0.0214970111847
634,50,first,14,0.0183608531952
635,50,first,15,0.0232799053192
636,50,first,16,0.0215590000153
637,50,first,17,0.0192840099335
638,50,first,18,0.0177850723267
639,50,first,19,0.0213820934296
640,50,first,20,0.0216891765594
641,50,first,21,0.0187201499939
642,50,first,22,0.021087884903
643,50,first,23,0.0223689079285
644,50,first,24,0.0199959278107
645,50,first,25,0.0174219608307
646,50,first,26,0.0202889442444
647,50,first,27,0.0204141139984
648,50,first,28,0.0193111896515
649,50,first,29,0.0179190635681
650,50,first,30,0.0222351551056
651,51,first,10,0.0210540294647
652,51,first,11,0.0180201530457
653,51,first,12,0.0193340778351
654,51,first,13,0.0214629173279
655,51,first,14,0.019758939743
656,51,first,15,0.0174381732941
657,51,first,16,0.0207350254059
658,51,first,17,0.0189728736877
659,51,first,18,0.018073797226
660,51,first,19,0.0208330154419
661,51,first,20,0.0218369960785
662,51,first,21,0.0176599025726
663,51,first,22,0.0219190120697
664,51,first,23,0.0198547840118
665,51,first,24,0.0216469764709
666,51,first,25,0.0188570022583
667,51,first,26,0.0206580162048
668,51,first,27,0.021509885788
669,51,first,28,0.0188748836517
670,51,first,29,0.0190880298615
671,51,first,30,0.0223670005798
672,52,first,10,0.0213000774384
673,52,first,11,0.0174689292908
674,52,first,12,0.0199730396271
675,52,first,13,0.0230400562286
676,52,first,14,0.0178852081299
677,52,first,15,0.0172159671783
678,52,first,16,0.0202629566193
679,52,first,17,0.018406867981
680,52,first,18,0.018424987793
681,52,first,19,0.021301984787
682,52,first,20,0.0222430229187
683,52,first,21,0.0175540447235
684,52,first,22,0.0204060077667
685,52,first,23,0.0202288627625
686,52,first,24,0.0181889533997
687,52,first,25,0.018718957901
688,52,first,26,0.0186109542847
689,52,first,27,0.0209999084473
690,52,first,28,0.022962808609
691,52,first,29,0.0175759792328
692,52,first,30,0.021675825119
693,53,first,10,0.0220909118652
694,53,first,11,0.0187139511108
695,53,first,12,0.0185530185699
696,53,first,13,0.0210750102997
697,53,first,14,0.0214569568634
698,53,first,15,0.0175139904022
699,53,first,16,0.0207138061523
700,53,first,17,0.0213108062744
701,53,first,18,0.0213079452515
702,53,first,19,0.0169789791107
703,53,first,20,0.0210740566254
704,53,first,21,0.0213778018951
705,53,first,22,0.0182750225067
706,53,first,23,0.0214660167694
707,53,first,24,0.0219988822937
708,53,first,25,0.0232050418854
709,53,first,26,0.0176389217377
710,53,first,27,0.0186460018158
711,53,first,28,0.0206270217896
712,53,first,29,0.0188200473785
713,53,first,30,0.0181519985199
714,54,first,10,0.0236439704895
715,54,first,11,0.0214869976044
716,54,first,12,0.0233118534088
717,54,first,13,0.0175681114197
718,54,first,14,0.0205950737
719,54,first,15,0.0208601951599
720,54,first,16,0.0207648277283
721,54,first,17,0.0175697803497
722,54,first,18,0.0204019546509
723,54,first,19,0.0241730213165
724,54,first,20,0.0172879695892
725,54,first,21,0.021064043045
726,54,first,22,0.0208599567413
727,54,first,23,0.0225579738617
728,54,first,24,0.0172250270844
729,54,first,25,0.0219140052795
730,54,first,26,0.0222799777985
731,54,first,27,0.0186138153076
732,54,first,28,0.0175240039825
733,54,first,29,0.023353099823
734,54,first,30,0.0208530426025
735,55,first,10,0.0175869464874
736,55,first,11,0.0200941562653
737,55,first,12,0.0199279785156
738,55,first,13,0.0172531604767
739,55,first,14,0.0199160575867
740,55,first,15,0.0221610069275
741,55,first,16,0.0211169719696
742,55,first,17,0.017765045166
743,55,first,18,0.0206100940704
744,55,first,19,0.021684885025
745,55,first,20,0.0212228298187
746,55,first,21,0.0197341442108
747,55,first,22,0.0222880840302
748,55,first,23,0.0210239887238
749,55,first,24,0.0195999145508
750,55,first,25,0.0188889503479
751,55,first,26,0.0218138694763
752,55,first,27,0.0204200744629
753,55,first,28,0.0181720256805
754,55,first,29,0.0204789638519
755,55,first,30,0.0210521221161
756,56,first,10,0.0207180976868
757,56,first,11,0.0173871517181
758,56,first,12,0.019623041153
759,56,first,13,0.0227000713348
760,56,first,14,0.0180010795593
761,56,first,15,0.0208668708801
762,56,first,16,0.0213119983673
763,56,first,17,0.021880865097
764,56,first,18,0.0171239376068
765,56,first,19,0.0222840309143
766,56,first,20,0.0225811004639
767,56,first,21,0.0242772102356
768,56,first,22,0.0220839977264
769,56,first,23,0.0186049938202
770,56,first,24,0.0227530002594
771,56,first,25,0.0215818881989
772,56,first,26,0.0222280025482
773,56,first,27,0.019387960434
774,56,first,28,0.0216000080109
775,56,first,29,0.0230450630188
776,56,first,30,0.0180051326752
777,57,first,10,0.0224089622498
778,57,first,11,0.0222029685974
779,57,first,12,0.0201840400696
780,57,first,13,0.0176079273224
781,57,first,14,0.023295879364
782,57,first,15,0.0210688114166
783,57,first,16,0.0212998390198
784,57,first,17,0.0177760124207
785,57,first,18,0.0192730426788
786,57,first,19,0.0222320556641
787,57,first,20,0.0252318382263
788,57,first,21,0.0173449516296
789,57,first,22,0.0198659896851
790,57,first,23,0.0205049514771
791,57,first,24,0.0202889442444
792,57,first,25,0.018483877182
793,57,first,26,0.0218858718872
794,57,first,27,0.0215981006622
795,57,first,28,0.0181169509888
796,57,first,29,0.0187270641327
797,57,first,30,0.0206959247589
798,58,first,10,0.0203020572662
799,58,first,11,0.0177459716797
800,58,first,12,0.0218260288239
801,58,first,13,0.021057844162
802,58,first,14,0.0182890892029
803,58,first,15,0.0187220573425
804,58,first,16,0.023069858551
805,58,first,17,0.0241408348083
806,58,first,18,0.0229020118713
807,58,first,19,0.0172388553619
808,58,first,20,0.0201251506805
809,58,first,21,0.0223159790039
810,58,first,22,0.0180470943451
811,58,first,23,0.0188100337982
812,58,first,24,0.0212121009827
813,58,first,25,0.0209050178528
814,58,first,26,0.0171141624451
815,58,first,27,0.0246999263763
816,58,first,28,0.0268549919128
817,58,first,29,0.0200960636139
818,58,first,30,0.0195059776306
819,59,first,10,0.0184650421143
820,59,first,11,0.0234789848328
821,59,first,12,0.0224189758301
822,59,first,13,0.0181360244751
823,59,first,14,0.0260770320892
824,59,first,15,0.0254390239716
825,59,first,16,0.0221431255341
826,59,first,17,0.0221631526947
827,59,first,18,0.0205638408661
828,59,first,19,0.0197579860687
829,59,first,20,0.0214369297028
830,59,first,21,0.0212960243225
831,59,first,22,0.0188109874725
832,59,first,23,0.0185129642487
833,59,first,24,0.0220220088959
834,59,first,25,0.022185087204
835,59,first,26,0.0172500610352
836,59,first,27,0.0203649997711
837,59,first,28,0.0200881958008
838,59,first,29,0.0179641246796
839,59,first,30,0.0202150344849
840,60,first,10,0.0213890075684
841,60,first,11,0.0212969779968
842,60,first,12,0.0172579288483
843,60,first,13,0.0215690135956
844,60,first,14,0.0217950344086
845,60,first,15,0.0186839103699
846,60,first,16,0.0176389217377
847,60,first,17,0.0212490558624
848,60,first,18,0.0225310325623
849,60,first,19,0.0205600261688
850,60,first,20,0.0187041759491
851,60,first,21,0.0240838527679
852,60,first,22,0.0208189487457
853,60,first,23,0.0226149559021
854,60,first,24,0.0173850059509
855,60,first,25,0.0212030410767
856,60,first,26,0.0230491161346
857,60,first,27,0.0185940265656
858,60,first,28,0.0178079605103
859,60,first,29,0.0230150222778
860,60,first,30,0.0208258628845
861,61,first,10,0.0192890167236
862,61,first,11,0.0184450149536
863,61,first,12,0.0211219787598
864,61,first,13,0.0219140052795
865,61,first,14,0.0169849395752
866,61,first,15,0.0205268859863
867,61,first,16,0.0201179981232
868,61,first,17,0.0185520648956
869,61,first,18,0.0182678699493
870,61,first,19,0.0210628509521
871,61,first,20,0.0217170715332
872,61,first,21,0.0171830654144
873,61,first,22,0.0208549499512
874,61,first,23,0.023558139801
875,61,first,24,0.0193769931793
876,61,first,25,0.0183801651001
877,61,first,26,0.021922826767
