,lenght,name,raws,time
0,10,second,10,0.0222101211548
1,10,second,11,0.0252721309662
2,10,second,12,0.0273718833923
3,10,second,13,0.0259811878204
4,10,second,14,0.0277810096741
5,10,second,15,0.0281939506531
6,10,second,16,0.0295031070709
7,10,second,17,0.0269598960876
8,10,second,18,0.0288310050964
9,10,second,19,0.0294499397278
10,10,second,20,0.027006149292
11,10,second,21,0.0280001163483
12,10,second,22,0.0286090373993
13,10,second,23,0.0291488170624
14,10,second,24,0.0265040397644
15,10,second,25,0.0267407894135
16,10,second,26,0.0280668735504
17,10,second,27,0.0296700000763
18,10,second,28,0.0287680625916
19,10,second,29,0.0295960903168
20,10,second,30,0.028990983963
21,10,second,31,0.0320119857788
22,10,second,32,0.0305349826813
23,10,second,33,0.0270981788635
24,10,second,34,0.0310480594635
25,10,second,35,0.0275259017944
26,10,second,36,0.0310349464417
27,10,second,37,0.031919002533
28,10,second,38,0.0313510894775
29,10,second,39,0.03084897995
30,10,second,40,0.0323660373688
31,10,second,41,0.031779050827
32,10,second,42,0.0331599712372
33,10,second,43,0.0327599048615
34,10,second,44,0.032301902771
35,10,second,45,0.0320701599121
36,10,second,46,0.0318138599396
37,10,second,47,0.0327689647675
38,10,second,48,0.0325689315796
39,10,second,49,0.0322380065918
40,10,second,50,0.0325999259949
41,10,second,51,0.0384781360626
42,10,second,52,0.0340449810028
43,10,second,53,0.0330419540405
44,10,second,54,0.0351939201355
45,10,second,55,0.0352709293365
46,10,second,56,0.0329689979553
47,10,second,57,0.0350589752197
48,10,second,58,0.0367169380188
49,10,second,59,0.0350890159607
50,10,second,60,0.0359020233154
51,10,second,61,0.0358009338379
52,10,second,62,0.038675069809
53,10,second,63,0.0393261909485
54,10,second,64,0.035896062851
55,10,second,65,0.0324721336365
56,10,second,66,0.0371720790863
57,10,second,67,0.0386610031128
58,10,second,68,0.0386130809784
59,10,second,69,0.0388209819794
60,10,second,70,0.0394880771637
61,10,second,71,0.0372581481934
62,10,second,72,0.0395770072937
63,10,second,73,0.0417520999908
64,10,second,74,0.037467956543
65,10,second,75,0.0411560535431
66,10,second,76,0.0422081947327
67,10,second,77,0.0434951782227
68,10,second,78,0.0377168655396
69,10,second,79,0.0396611690521
70,10,second,80,0.0397398471832
71,10,second,81,0.0411529541016
72,10,second,82,0.0404179096222
73,10,second,83,0.0414547920227
74,10,second,84,0.0414440631866
75,10,second,85,0.0478839874268
76,10,second,86,0.0466310977936
77,10,second,87,0.0423500537872
78,10,second,88,0.042200088501
79,10,second,89,0.0427010059357
80,10,second,90,0.0441861152649
81,10,second,91,0.0438420772552
82,10,second,92,0.0431220531464
83,10,second,93,0.0431599617004
84,10,second,94,0.046334028244
85,10,second,95,0.0450541973114
86,10,second,96,0.0430510044098
87,10,second,97,0.042732000351
88,10,second,98,0.0470490455627
89,10,second,99,0.047611951828
90,10,second,100,0.041827917099
91,10,second,101,0.0503270626068
92,10,second,102,0.0464789867401
93,10,second,103,0.0431439876556
94,10,second,104,0.048789024353
95,10,second,105,0.0466170310974
96,10,second,106,0.0450298786163
97,10,second,107,0.0510349273682
98,10,second,108,0.047975063324
99,10,second,109,0.0445899963379
100,10,second,110,0.0496139526367
101,10,second,111,0.0465331077576
102,10,second,112,0.0482981204987
103,10,second,113,0.0655529499054
104,10,second,114,0.0484960079193
105,10,second,115,0.0457792282104
106,10,second,116,0.0501220226288
107,10,second,117,0.0504200458527
108,10,second,118,0.0518441200256
109,10,second,119,0.0475649833679
110,10,second,120,0.0526869297028
111,10,second,121,0.0524799823761
112,10,second,122,0.0497331619263
113,10,second,123,0.0505781173706
114,10,second,124,0.0516729354858
115,10,second,125,0.048907995224
116,10,second,126,0.0489921569824
117,10,second,127,0.0501070022583
118,10,second,128,0.0482349395752
119,10,second,129,0.052325963974
120,10,second,130,0.050549030304
121,10,second,131,0.05113697052
122,10,second,132,0.053925037384
123,10,second,133,0.0564048290253
124,10,second,134,0.0535740852356
125,10,second,135,0.0553228855133
126,10,second,136,0.0528399944305
127,10,second,137,0.066507101059
128,10,second,138,0.0535650253296
129,10,second,139,0.05881690979
130,10,second,140,0.0548949241638
131,10,second,141,0.0602509975433
132,10,second,142,0.0565819740295
133,10,second,143,0.0568399429321
134,10,second,144,0.0634460449219
135,10,second,145,0.0539989471436
136,10,second,146,0.0544610023499
137,10,second,147,0.0555160045624
138,10,second,148,0.058091878891
139,10,second,149,0.056969165802
140,10,second,150,0.0582439899445
141,10,second,151,0.0553240776062
142,10,second,152,0.0601899623871
143,10,second,153,0.0564398765564
144,10,second,154,0.0594601631165
145,10,second,155,0.0544719696045
146,10,second,156,0.0641160011292
147,10,second,157,0.0569360256195
148,10,second,158,0.0668621063232
149,10,second,159,0.0602798461914
150,10,second,160,0.0606911182404
151,10,second,161,0.059005022049
152,10,second,162,0.0554459095001
153,10,second,163,0.0565252304077
154,10,second,164,0.0566639900208
155,10,second,165,0.0620858669281
156,10,second,166,0.0604290962219
157,10,second,167,0.0597660541534
158,10,second,168,0.0580441951752
159,10,second,169,0.0642490386963
160,10,second,170,0.060732126236
161,10,second,171,0.057804107666
162,10,second,172,0.0644598007202
163,10,second,173,0.0635480880737
164,10,second,174,0.064512014389
165,10,second,175,0.0608420372009
166,10,second,176,0.0587441921234
167,10,second,177,0.0641450881958
168,10,second,178,0.0746939182281
169,10,second,179,0.0654759407043
170,10,second,180,0.0648469924927
171,10,second,181,0.061970949173
172,10,second,182,0.0665080547333
173,10,second,183,0.063600063324
174,10,second,184,0.0661430358887
175,10,second,185,0.0608539581299
176,10,second,186,0.0656418800354
177,10,second,187,0.0667788982391
178,10,second,188,0.0649390220642
179,10,second,189,0.0702409744263
180,10,second,190,0.0668339729309
181,10,second,191,0.0647358894348
182,10,second,192,0.0691130161285
183,10,second,193,0.0665709972382
184,10,second,194,0.0649809837341
185,10,second,195,0.0671508312225
186,10,second,196,0.0711479187012
187,10,second,197,0.0671710968018
188,10,second,198,0.0659279823303
189,10,second,199,0.0636169910431
190,10,second,200,0.0678369998932
191,10,second,201,0.0689861774445
192,10,second,202,0.0727860927582
193,10,second,203,0.0696251392365
