,lenght,name,raws,time
0,10,second,100,0.0413410663605
1,11,second,100,0.0434191226959
2,12,second,100,0.0508940219879
3,13,second,100,0.0568068027496
4,14,second,100,0.0619070529938
5,15,second,100,0.0709209442139
6,16,second,100,0.0829808712006
7,17,second,100,0.0959310531616
8,18,second,100,0.103337049484
9,19,second,100,0.109994888306
10,20,second,100,0.118467092514
11,10,second,101,0.0401260852814
12,11,second,101,0.0482268333435
13,12,second,101,0.0493071079254
14,13,second,101,0.0566117763519
15,14,second,101,0.0637118816376
16,15,second,101,0.0673010349274
17,16,second,101,0.0840821266174
18,17,second,101,0.09477186203
19,18,second,101,0.101450920105
20,19,second,101,0.113180875778
21,20,second,101,0.12140583992
22,10,second,102,0.0413289070129
23,11,second,102,0.0462851524353
24,12,second,102,0.0521550178528
25,13,second,102,0.0558989048004
26,14,second,102,0.0619189739227
27,15,second,102,0.0685980319977
28,16,second,102,0.0873780250549
29,17,second,102,0.0946180820465
30,18,second,102,0.102747917175
31,19,second,102,0.111165046692
32,20,second,102,0.123600006104
33,10,second,103,0.0442318916321
34,11,second,103,0.0512311458588
35,12,second,103,0.0503959655762
36,13,second,103,0.057774066925
37,14,second,103,0.0613379478455
38,15,second,103,0.0687830448151
39,16,second,103,0.0849919319153
40,17,second,103,0.0961401462555
41,18,second,103,0.104454994202
42,19,second,103,0.113548994064
43,20,second,103,0.125336170197
44,10,second,104,0.0458741188049
45,11,second,104,0.0465061664581
46,12,second,104,0.0530440807343
47,13,second,104,0.0570220947266
48,14,second,104,0.0642788410187
49,15,second,104,0.0682051181793
50,16,second,104,0.0858249664307
51,17,second,104,0.122286081314
52,18,second,104,0.122179031372
53,19,second,104,0.120793104172
54,20,second,104,0.127567052841
55,10,second,105,0.0440618991852
56,11,second,105,0.0464558601379
57,12,second,105,0.0516328811646
58,13,second,105,0.0587768554688
59,14,second,105,0.0649981498718
60,15,second,105,0.069953918457
61,16,second,105,0.0870621204376
62,17,second,105,0.0976769924164
63,18,second,105,0.105911016464
64,19,second,105,0.114632129669
65,20,second,105,0.128650903702
66,10,second,106,0.0465250015259
67,11,second,106,0.0461628437042
68,12,second,106,0.0536861419678
69,13,second,106,0.0597269535065
70,14,second,106,0.0649311542511
71,15,second,106,0.0783138275146
72,16,second,106,0.0887839794159
73,17,second,106,0.0972480773926
74,18,second,106,0.104929924011
75,19,second,106,0.115708112717
76,20,second,106,0.126898050308
77,10,second,107,0.0454268455505
78,11,second,107,0.0440671443939
79,12,second,107,0.052994966507
80,13,second,107,0.059201002121
81,14,second,107,0.0660989284515
82,15,second,107,0.0710489749908
83,16,second,107,0.0894551277161
84,17,second,107,0.100933790207
85,18,second,107,0.108318805695
86,19,second,107,0.121779918671
87,20,second,107,0.126921892166
88,10,second,108,0.0450451374054
89,11,second,108,0.0471661090851
90,12,second,108,0.0547349452972
91,13,second,108,0.0605380535126
92,14,second,108,0.0653908252716
93,15,second,108,0.0704469680786
94,16,second,108,0.0896000862122
95,17,second,108,0.0998389720917
96,18,second,108,0.109351873398
97,19,second,108,0.119570970535
98,20,second,108,0.130738019943
99,10,second,109,0.0459101200104
100,11,second,109,0.0459878444672
101,12,second,109,0.0529339313507
102,13,second,109,0.0623371601105
103,14,second,109,0.0676710605621
104,15,second,109,0.0738711357117
105,16,second,109,0.0908920764923
106,17,second,109,0.101055860519
107,18,second,109,0.107834100723
108,19,second,109,0.120422124863
109,20,second,109,0.128648042679
110,10,second,110,0.0474560260773
111,11,second,110,0.0476748943329
112,12,second,110,0.0560851097107
113,13,second,110,0.0604331493378
114,14,second,110,0.06684923172
115,15,second,110,0.0735518932343
116,16,second,110,0.0934700965881
117,17,second,110,0.100634098053
118,18,second,110,0.111857891083
119,19,second,110,0.120684862137
120,20,second,110,0.136529922485
121,10,second,111,0.0486748218536
122,11,second,111,0.0532829761505
123,12,second,111,0.0548238754272
124,13,second,111,0.0601990222931
125,14,second,111,0.0664618015289
126,15,second,111,0.0715439319611
127,16,second,111,0.0917899608612
128,17,second,111,0.103050947189
129,18,second,111,0.11013507843
130,19,second,111,0.120815038681
131,20,second,111,0.143175125122
132,10,second,112,0.0460650920868
133,11,second,112,0.0494000911713
134,12,second,112,0.0523800849915
135,13,second,112,0.0591650009155
136,14,second,112,0.0662770271301
137,15,second,112,0.0726370811462
138,16,second,112,0.0944828987122
139,17,second,112,0.103240966797
140,18,second,112,0.11218380928
141,19,second,112,0.123011112213
142,20,second,112,0.139050006866
143,10,second,113,0.0468399524689
144,11,second,113,0.0505199432373
145,12,second,113,0.0555012226105
146,13,second,113,0.0612699985504
147,14,second,113,0.0670850276947
